barcode,titck_product_code,trade_name,manufacturer,atc_code,active_substance_tr,dosage_form,strength_value,strength_unit,strength_text,package_size_text,rx_only,reimbursable,retired_at
8699508010752,55/44,"ONADRON 0.75 MG TABLET, 100 TABLET",MENARİNİ SAĞLIK VE İLAÇ SAN. TİC. A.Ş.,H02AB02,dekzametazon,tablet,0.75,mg,0.75 MG,100 TABLET,,false,
8699508010134,55/44,"ONADRON 0.75 MG TABLET, 20 TABLET",MENARİNİ SAĞLIK VE İLAÇ SAN. TİC. A.Ş.,H02AB02,dekzametazon,tablet,0.75,mg,0.75 MG,20 TABLET,,false,
8699606695219,2016/546,"% 0,4 LIDODEKS %5 DEKSTROZ İÇİNDE I.V. İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,C01BB01,lidokain hidroklorür,çözelti,0.4,%,"%0,4",250 ML SETLİ,,false,
8699606694786,2016/546,"% 0,4 LIDODEKS %5 DEKSTROZ İÇİNDE I.V. İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,C01BB01,lidokain hidroklorür,çözelti,0.4,%,"%0,4",250 ML SETSİZ,,false,
8699606695226,2016/546,"% 0,4 LIDODEKS %5 DEKSTROZ İÇİNDE I.V. İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,C01BB01,lidokain hidroklorür,çözelti,0.4,%,"%0,4",500 ML SETLİ,,false,
8699606694793,2016/546,"% 0,4 LIDODEKS %5 DEKSTROZ İÇİNDE I.V. İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,C01BB01,lidokain hidroklorür,çözelti,0.4,%,"%0,4",500 ML SETSİZ,,false,
8699606695233,2016/550,"% 0,8 LIDODEKS %5 DEKSTROZ İÇİNDE I.V. İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,C01BB01,lidokain hidroklorür,çözelti,0.8,%,"%0,8",250 ML SETLİ,,false,
8699606694809,2016/550,"% 0,8 LIDODEKS %5 DEKSTROZ İÇİNDE I.V. İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,C01BB01,lidokain hidroklorür,çözelti,0.8,%,"%0,8",250 ML SETSİZ,,false,
8699828691198,2016/948,"% 1.5 GLISIN IRIGASYON ÇÖZELTİSİ, 3000 ML SETSİZ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05CX03,glisin,çözelti,1.5,%,%1.5,3000 ML SETSİZ,true,true,
8699508690596,,% 10 DEKSTROZ SOLUSYONU 500 ML(SETLI),MENARİNİ SAĞLIK VE İLAÇ SAN. TİC. A.Ş.,B05BA03,karbonhidratlar,solüsyon,10,%,%10,,true,true,
8680624796323,2014/527,"% 10 MANNITOL SOLÜSYONU, 500 ML SETLI",ÇETİNKAYA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,solüsyon,10,%,%10,500 ML SETLI,,false,
8680624796187,2014/527,"% 10 MANNITOL SOLÜSYONU, 500 ML SETSIZ",ÇETİNKAYA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,solüsyon,10,%,%10,500 ML SETSIZ,,false,
8699828690436,2016/915,"% 20 MANNİTOL SUDAKİ ÇÖZELTİSİ, 100 ML SETLİ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,100 ML SETLİ,true,true,
8699828690443,2016/915,"% 20 MANNİTOL SUDAKİ ÇÖZELTİSİ, 100 ML SETSİZ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,100 ML SETSİZ,true,true,
8699828690450,2016/915,"% 20 MANNİTOL SUDAKİ ÇÖZELTİSİ, 150 ML SETLİ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,150 ML SETLİ,true,true,
8699828690467,2016/915,"% 20 MANNİTOL SUDAKİ ÇÖZELTİSİ, 150 ML SETSİZ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,150 ML SETSİZ,true,true,
8699828691990,2016/915,"% 20 MANNİTOL SUDAKİ ÇÖZELTİSİ, 250 ML SETLİ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,250 ML SETLİ,,false,
8699828692003,2016/915,"% 20 MANNİTOL SUDAKİ ÇÖZELTİSİ, 250 ML SETSİZ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,250 ML SETSİZ,,false,
8699828690474,2016/915,"% 20 MANNİTOL SUDAKİ ÇÖZELTİSİ, 500 ML SETLİ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,500 ML SETLİ,true,true,
8699828690481,2016/915,"% 20 MANNİTOL SUDAKİ ÇÖZELTİSİ, 500 ML SETSİZ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,500 ML SETSİZ,true,true,
8680202600301,2015/360,"% 20 SODYUM KLORÜR ÇÖZELTISI IÇEREN AMPUL ,10 AMPUL",ONFARMA İLAÇ SAN. LTD. ŞTİ.,B05XA03,sodyum klorür,,20,%,%20,10 AMPUL,true,true,
8699606690412,176/98,"PF %0,9 İZOTONİK SODYUM KLORÜR I.V. İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",1000 ML SETLİ,true,true,
8699606690399,176/98,"PF %0,9 İZOTONİK SODYUM KLORÜR I.V. İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",500 ML SETLİ,true,true,
8699606690405,176/98,"PF %0,9 İZOTONİK SODYUM KLORÜR I.V. İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",500 ML SETSİZ,true,true,
8699606690375,176/98,"PF %0,9 İZOTONİK SODYUM KLORÜR I.V. İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",250 ML SETLİ,true,true,
8699606690382,176/98,"PF %0,9 İZOTONİK SODYUM KLORÜR I.V. İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",250 ML SETSİZ,true,true,
8699788681017,204/86,"%0.9 İZOTONİK SODYUM KLORÜR İÇEREN İRRİGASYON ÇÖZELTİSİ, 1000 ML",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05CB01,sodyum klorür,çözelti,0.9,%,%0.9,1000 ML,true,true,
8699788685015,204/86,"%0.9 İZOTONİK SODYUM KLORÜR İÇEREN İRRİGASYON ÇÖZELTİSİ, 500 ML",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05CB01,sodyum klorür,çözelti,0.9,%,%0.9,500 ML,true,true,
8699788750973,192/89,"İZOTONİK SODYUM KLORÜR % 0.9 I.V OSEL ENJEKSİYONLUK ÇÖZELTİ 10 ML, 10 AMPUL",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,%0.9,10 AMPUL,true,true,
8699788690453,192/73,İZOTONİK SODYUM KLORÜR % 0.9 I.V OSEL ENJEKSİYONLUK ÇÖZELTİ 250 ML SETSİZ ŞİŞE,OSEL İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,%0.9,,true,false,2018-12-25
8699606690429,176/98,"PF %0,9 İZOTONİK SODYUM KLORÜR I.V. İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",1000 ML SETSİZ,true,true,
8699788690804,192/73,İZOTONİK SODYUM KLORÜR % 0.9 I.V OSEL ENJEKSİYONLUK ÇÖZELTİ 1000 ML SETSİZ ŞİŞE,OSEL İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,%0.9,,true,true,
8699788690200,192/73,İZOTONİK SODYUM KLORÜR % 0.9 I.V OSEL ENJEKSİYONLUK ÇÖZELTİ 500 ML SETSİZ ŞİŞE,OSEL İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,%0.9,,true,true,
8699606690276,176/100,"PF %10 DEKSTROZ SUDAKİ I.V. İNFÜZON İÇİN ÇÖZELTİ, 1000 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz anhidr,çözelti,10,%,%10,1000 ML SETLİ,true,true,
8699606690283,176/100,"PF %10 DEKSTROZ SUDAKİ I.V. İNFÜZON İÇİN ÇÖZELTİ, 1000 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz anhidr,çözelti,10,%,%10,1000 ML SETSİZ,true,true,
8699606690252,176/100,"PF %10 DEKSTROZ SUDAKİ I.V. İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz anhidr,çözelti,10,%,%10,500 ML SETLİ,true,true,
8699606690269,176/100,"PF %10 DEKSTROZ SUDAKİ I.V. İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz anhidr,çözelti,10,%,%10,500 ML SETSİZ,true,true,
8699606690238,176/100,"PF %10 DEKSTROZ SUDAKİ I.V. İNFÜZON İÇİN ÇÖZELTİ, 250 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz anhidr,çözelti,10,%,%10,250 ML SETLİ,true,true,
8699606690245,176/100,"PF %10 DEKSTROZ SUDAKİ I.V. İNFÜZON İÇİN ÇÖZELTİ, 250 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz anhidr,çözelti,10,%,%10,250 ML SETSİZ,true,true,
8699828691983,2017/62,"%10 DEKSTROZ SUDAKI COZELTISI (SETLI), 1000 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,10,%,%10,1000 ML,,false,
8699828691204,2017/62,"%10 DEKSTROZ SUDAKI COZELTISI (SETLI), 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,10,%,%10,500 ML,,false,
8699828691853,2017/62,"%10 DEKSTROZ SUDAKI COZELTISI (SETSIZ), 1000 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,10,%,%10,1000 ML,,false,
8699828691211,2017/62,"%10 DEKSTROZ SUDAKI COZELTISI (SETSIZ), 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,10,%,%10,500 ML,,false,
8699828691877,2017/60,"%10 DEKSTROZ SUDAKI COZELTISI SETLI, 100 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,10,%,%10,100 ML,,true,
8699828690375,2017/60,"%10 DEKSTROZ SUDAKI COZELTISI SETLI, 150 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,10,%,%10,150 ML,true,true,
8699828690399,2017/60,"%10 DEKSTROZ SUDAKI COZELTISI SETLI, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,10,%,%10,500 ML,true,true,
8699828691884,2017/60,"%10 DEKSTROZ SUDAKI COZELTISI SETSIZ, 100 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,10,%,%10,100 ML,,false,
8699828690382,2017/60,"%10 DEKSTROZ SUDAKI COZELTISI SETSIZ, 150 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,10,%,%10,150 ML,true,true,
8699828690405,2017/60,"%10 DEKSTROZ SUDAKI COZELTISI SETSIZ, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,10,%,%10,500 ML,true,true,
8699788695021,192/49,%10 DEKSTROZ BİOSEL SUDAKİ HİPERTONİK I.V. İNFÜZYONLUK ÇÖZELTİSİ 500 ML SETLİ ŞİŞE,OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BA03,dekstroz anhidrit,çözelti,10,%,%10,,true,true,
8699788695038,192/4,"%17,5 DEKSTROZ BİOSEL SUDAKİ HİPERTONİK I.V. İNFÜZYONLUK ÇÖZELTİSİ 500 ML SETLI",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BA03,karbonhidratlar,çözelti,17.5,%,"%17,5",5 DEKSTROZ BİOSEL SUDAKİ HİPERTONİK I.V. İNFÜZYONLUK ÇÖZELTİSİ 500 ML SETLI,true,false,
8699606690313,177/5,"PF %20 DEKSTROZ SUDAKİ I.V. İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz anhidr,çözelti,20,%,%20,500 ML SETLİ,true,true,
8699606690320,177/5,"PF %20 DEKSTROZ SUDAKİ I.V. İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz anhidr,çözelti,20,%,%20,500 ML SETSİZ,true,true,
8699788695045,192/91,%20 DEKSTROZ SUDAKI HIPERTONIK ÇÖZELTİSİ 500 ML SETLI SISE,OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BA03,dekstroz,çözelti,20,%,%20,,true,true,
8699606690290,177/5,"PF %20 DEKSTROZ SUDAKİ I.V. İNFÜZON İÇİN ÇÖZELTİ, 250 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz anhidr,çözelti,20,%,%20,250 ML SETLİ,true,false,
8699606690306,177/5,"PF %20 DEKSTROZ SUDAKİ I.V. İNFÜZON İÇİN ÇÖZELTİ, 250 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz anhidr,çözelti,20,%,%20,250 ML SETSİZ,true,false,
8699828691266,2016/933,"%20 DEKSTROZ SUDAKI COZELTISI SETLI, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz,çözelti,20,%,%20,500 ML,,false,
8699828691273,2016/933,"%20 DEKSTROZ SUDAKI COZELTISI SETSIZ, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz,çözelti,20,%,%20,500 ML,,false,
8699828690412,2016/934,"%20 DEKSTROZ SUDAKİ ÇÖZELTİSİ (MEDİFLEKS), 500 ML SETLİ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,20,%,%20,500 ML SETLİ,true,true,
8699828690429,2016/934,"%20 DEKSTROZ SUDAKİ ÇÖZELTİSİ (MEDİFLEKS), 500 ML SETSİZ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,20,%,%20,500 ML SETSİZ,true,true,
8699525690326,2015/885,"%20 MANNITOL ÇÖZELTISI BFS,150 ML,1 ŞIŞE,SETLI",DEVA HOLDİNG A.Ş.,B05BC01,mannitol,,20,%,%20,,,false,
8699525698865,2015/885,"%20 MANNITOL ÇÖZELTISI BFS,150 ML,1 ŞIŞE,SETSIZ",DEVA HOLDİNG A.Ş.,B05BC01,mannitol,,20,%,%20,,,false,
8699525690333,2015/885,"%20 MANNITOL ÇÖZELTISI BFS,500 ML,1 ŞIŞE,SETLI",DEVA HOLDİNG A.Ş.,B05BC01,mannitol,,20,%,%20,,,false,
8699525698872,2015/885,"%20 MANNITOL ÇÖZELTISI BFS,500 ML,1 ŞIŞE,SETSIZ",DEVA HOLDİNG A.Ş.,B05BC01,mannitol,,20,%,%20,,,false,
8699606693017,210/10,"PF %20 MANNİTOL SUDAKİ I.V. İNFÜZON İÇİN ÇÖZELTİ, 1000 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,1000 ML SETLİ,true,false,
8699606693024,210/10,"PF %20 MANNİTOL SUDAKİ I.V. İNFÜZON İÇİN ÇÖZELTİ, 1000 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,1000 ML SETSİZ,true,false,
8699606692997,210/10,"PF %20 MANNİTOL SUDAKİ I.V. İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,500 ML SETLİ,true,true,
8699606693000,210/10,"PF %20 MANNİTOL SUDAKİ I.V. İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,500 ML SETSİZ,true,false,
8699828692010,2017/117,"%20 MANNİTOL ÇÖZELTİSİ (CAM), 1000 ML SETLİ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,1000 ML SETLİ,,false,
8699828692027,2017/117,"%20 MANNİTOL ÇÖZELTİSİ (CAM), 1000 ML SETSİZ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,1000 ML SETSİZ,,false,
8699828691280,2017/117,"%20 MANNİTOL ÇÖZELTİSİ (CAM), 500 ML SETLİ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,500 ML SETLİ,,false,
8699828691297,2017/117,"%20 MANNİTOL ÇÖZELTİSİ (CAM), 500 ML SETSİZ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,500 ML SETSİZ,,false,
8699828692164,2017/3,"%3 SODYUM KLORUR ÇÖZELTİSİ ,50 ML SETLİ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05XA03,sodyum klorür,çözelti,3,%,%3,50 ML SETLİ,,false,
8699828692188,2017/3,"%3 SODYUM KLORUR ÇÖZELTİSİ, 100 ML SETLİ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05XA03,sodyum klorür,çözelti,3,%,%3,100 ML SETLİ,,false,
8699828692195,2017/3,"%3 SODYUM KLORUR ÇÖZELTİSİ, 100 ML SETSİZ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05XA03,sodyum klorür,çözelti,3,%,%3,100 ML SETSİZ,,false,
8699828692171,2017/3,"%3 SODYUM KLORUR ÇÖZELTİSİ, 50 ML SETSİZ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05XA03,sodyum klorür,çözelti,3,%,%3,50 ML SETSİZ,,false,
8699606693055,209/93,"PF %3 HİPERTONİK SODYUM KLORÜR IV İNFÜZON İÇİN ÇÖZELTİ, 1000 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,3,%,%3,1000 ML SETLİ,true,false,
8699606693062,209/93,"PF %3 HİPERTONİK SODYUM KLORÜR IV İNFÜZON İÇİN ÇÖZELTİ, 1000 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,3,%,%3,1000 ML SETSİZ,true,false,
8699606693031,209/93,"PF %3 HİPERTONİK SODYUM KLORÜR IV İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,3,%,%3,500 ML SETLİ,true,false,
8699606693048,209/93,"PF %3 HİPERTONİK SODYUM KLORÜR IV İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,3,%,%3,500 ML SETSİZ,true,true,
8699828690498,2017/3,%3 SODYUM KLORUR SOLUSYON PVC 150 ML(SETLI),KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05XA03,sodyum klorür,solüsyon,3,%,%3,,true,true,
8699828690504,2017/3,%3 SODYUM KLORUR SOLUSYON PVC 150 ML(SETSIZ),KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05XA03,sodyum klorür,solüsyon,3,%,%3,,true,true,
8699828690511,2017/3,%3 SODYUM KLORUR SOLUSYON PVC 250 ML(SETLI),KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05XA03,sodyum klorür,solüsyon,3,%,%3,,true,true,
8699828690528,2017/3,%3 SODYUM KLORUR SOLUSYON PVC 250 ML(SETSIZ),KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05XA03,sodyum klorür,solüsyon,3,%,%3,,true,true,
8699606690351,177/4,"PF %30 DEKSTROZ SUDAKİ IV İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,30,%,%30,500 ML SETLİ,true,true,
8699606690368,177/4,"PF %30 DEKSTROZ SUDAKİ IV İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,30,%,%30,500 ML SETSİZ,true,true,
8699788695052,192/75,%30 DEKSTROZ SUDAKI HIPERTONIK ÇÖZELTİSİ 500 ML SETLI SISE,OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BA03,dekstroz,çözelti,30,%,%30,,true,true,
8699606690344,177/4,"PF %30 DEKSTROZ SUDAKİ IVİNFÜZON İÇİN ÇÖZELTİ, 250 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,30,%,%30,250 ML SETSİZ,true,false,
8699606690337,177/4,"PF %30 DEKSTROZ SUDAKİ IV İNFÜZON İÇİN ÇÖZELTİ, 250 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,30,%,%30,250 ML SETLİ,true,false,
8699828691891,2016/936,"%30 DEKSTROZ SUDAKİ ÇÖZELTİSİ (CAM), 1000 ML SETLİ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,30,%,%30,1000 ML SETLİ,,false,
8699828691907,2016/936,"%30 DEKSTROZ SUDAKİ ÇÖZELTİSİ (CAM), 1000 ML SETSİZ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,30,%,%30,1000 ML SETSİZ,,false,
8699828691938,2016/936,"%30 DEKSTROZ SUDAKİ ÇÖZELTİSİ (CAM), 250 ML SETLİ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,30,%,%30,250 ML SETLİ,,false,
8699828691945,2016/936,"%30 DEKSTROZ SUDAKİ ÇÖZELTİSİ (CAM), 250 ML SETSİZ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,30,%,%30,250 ML SETSİZ,,false,
8699828691303,2016/936,"%30 DEKSTROZ SUDAKİ ÇÖZELTİSİ (CAM), 500 ML SETLİ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,30,%,%30,500 ML SETLİ,,false,
8699828691310,2016/936,"%30 DEKSTROZ SUDAKİ ÇÖZELTİSİ (CAM), 500 ML SETSİZ",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,30,%,%30,500 ML SETSİZ,,false,
8699828690535,2016/921,"%30 DEKSTROZ SUDAKİ ÇÖZELTİSİ, PVC 500 ML (SETLI)",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,30,%,%30,PVC 500 ML (SETLI),true,true,
8699828690542,2016/921,"%30 DEKSTROZ SUDAKİ ÇÖZELTİSİ, PVC 500 ML(SETSIZ)",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,30,%,%30,PVC 500 ML(SETSIZ),true,true,
8699828691914,2016/946,"%5 DEKSTROZ %0,2 SODYUM KLORUR COZELTISI SETLI, 100 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,100 ML,,false,
8699828690597,2016/946,"%5 DEKSTROZ %0,2 SODYUM KLORUR COZELTISI SETLI, 250 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,250 ML,true,true,
8699828690610,2016/946,"%5 DEKSTROZ %0,2 SODYUM KLORUR COZELTISI SETLI, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,500 ML,true,true,
8699828691327,2017/116,"%5 DEKSTROZ %0,2 SODYUM KLORUR COZELTISI SETLI, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,500 ML,,false,
8699828691921,2016/946,"%5 DEKSTROZ %0,2 SODYUM KLORUR COZELTISI SETSIZ, 100 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,100 ML,,false,
8699828690603,2016/946,"%5 DEKSTROZ %0,2 SODYUM KLORUR COZELTISI SETSIZ, 250 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,250 ML,true,true,
