barcode,titck_product_code,trade_name,manufacturer,atc_code,active_substance_tr,dosage_form,strength_value,strength_unit,strength_text,package_size_text,rx_only,reimbursable,retired_at
8699606690702,200/44,"POLIFLEKS %0,9 IZOTONIK SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",1000 ML SETSİZ,true,true,
8699606690627,200/44,"POLIFLEKS %0,9 IZOTONIK SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 150 ML SETLI",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",150 ML SETLI,true,true,
8699606690672,200/44,"POLIFLEKS %0,9 IZOTONIK SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 150 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",150 ML SETSİZ,true,true,
8699606694939,200/44,"POLIFLEKS %0,9 IZOTONIK SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 25 ML",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",25 ML,,false,
8699606690634,200/44,"POLIFLEKS %0,9 IZOTONIK SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETLI",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",250 ML SETLI,true,true,
8699606690689,200/44,"POLIFLEKS %0,9 IZOTONIK SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",250 ML SETSİZ,true,true,
8699606691242,200/44,"POLIFLEKS %0,9 IZOTONIK SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 3000 ML SETLI",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",3000 ML SETLI,true,true,
8699606691235,200/44,"POLIFLEKS %0,9 IZOTONIK SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 3000 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",3000 ML SETSİZ,true,true,
8699606693284,200/44,"POLIFLEKS %0,9 IZOTONIK SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 50 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",50 ML SETLİ,true,true,
8699606693291,200/44,"POLIFLEKS %0,9 IZOTONIK SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 50 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",50 ML SETSİZ,true,true,
8699606690641,200/44,"POLIFLEKS %0,9 IZOTONIK SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",500 ML SETLİ,true,true,
8699606690696,200/44,"POLIFLEKS %0,9 IZOTONIK SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",500 ML SETSİZ,true,true,
8699606694960,200/44,"POLIFLEKS %0,9 IZOTONIK SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 5000 ML SETSIZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05XA03,sodyum klorür,çözelti,0.9,%,"%0,9",5000 ML SETSIZ,,false,
8699606687078,2017/316,"POLIFLEKS %1.5 GLISIN IRIGASYON ÇÖZELTISI, 3000 ML SETLI",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05CX03,glisin,,1.5,%,%1.5,3000 ML SETLI,,false,
8699606690825,204/72,"POLIFLEKS %10 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 100 ML SETLI",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,10,%,%10,100 ML SETLI,true,true,
8699606690818,204/72,"POLIFLEKS %10 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 100 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,10,%,%10,100 ML SETSİZ,true,true,
8699606690894,204/72,"POLIFLEKS %10 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,10,%,%10,1000 ML SETSİZ,true,true,
8699606690900,204/72,"POLIFLEKS %10 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,10,%,%10,1000 ML SETLİ,true,true,
8699606690849,204/72,"POLIFLEKS %10 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 150 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,10,%,%10,150 ML SETLİ,true,true,
8699606690832,204/72,"POLIFLEKS %10 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 150 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,10,%,%10,150 ML SETSİZ,true,true,
8699606690863,204/72,"POLIFLEKS %10 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,10,%,%10,250 ML SETLİ,true,true,
8699606690856,204/72,"POLIFLEKS %10 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,10,%,%10,250 ML SETSİZ,true,true,
8699606690887,204/72,"POLIFLEKS %10 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,10,%,%10,500 ML SETLİ,true,true,
8699606690870,204/72,"POLIFLEKS %10 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,10,%,%10,500 ML SETSİZ,true,true,
8699606690924,204/74,"POLIFLEKS %20 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 100 ML SETLI",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,20,%,%20,100 ML SETLI,true,true,
8699606690917,204/74,"POLIFLEKS %20 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 100 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,20,%,%20,100 ML SETSİZ,true,true,
8699606691006,204/74,"POLIFLEKS %20 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,20,%,%20,1000 ML SETLİ,true,false,
8699606690993,204/74,"POLIFLEKS %20 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,20,%,%20,1000 ML SETSİZ,true,true,
8699606690948,204/74,"POLIFLEKS %20 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 150 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,20,%,%20,150 ML SETLİ,true,true,
8699606690931,204/74,"POLIFLEKS %20 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 150 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,20,%,%20,150 ML SETSİZ,true,true,
8699606690962,204/74,"POLIFLEKS %20 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,20,%,%20,250 ML SETLİ,true,true,
8699606690955,204/74,"POLIFLEKS %20 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,20,%,%20,250 ML SETSİZ,true,true,
8699606690986,204/74,"POLIFLEKS %20 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,20,%,%20,500 ML SETLİ,true,true,
8699606690979,204/74,"POLIFLEKS %20 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,20,%,%20,500 ML SETSİZ,true,true,
8699606691556,208/78,"POLİFLEKS %20 MANNİTOL SUDAKİ I.V. İNFÜZYON İÇİN ÇÖZELTİ, 100 ML PVC SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,100 ML PVC SETLİ,true,true,
8699606691563,208/78,"POLİFLEKS %20 MANNİTOL SUDAKİ I.V. İNFÜZYON İÇİN ÇÖZELTİ, 100 ML PVC SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,100 ML PVC SETSİZ,true,true,
8699606691631,208/78,"POLİFLEKS %20 MANNİTOL SUDAKİ I.V. İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML PVC SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,1000 ML PVC SETLİ,true,false,
8699606691648,208/78,"POLİFLEKS %20 MANNİTOL SUDAKİ I.V. İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML PVC SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,1000 ML PVC SETSİZ,true,false,
8699606691570,208/78,"POLİFLEKS %20 MANNİTOL SUDAKİ I.V. İNFÜZYON İÇİN ÇÖZELTİ, 150 ML PVC SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,150 ML PVC SETLİ,true,true,
8699606691587,208/78,"POLİFLEKS %20 MANNİTOL SUDAKİ I.V. İNFÜZYON İÇİN ÇÖZELTİ, 150 ML PVC SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,150 ML PVC SETSİZ,true,true,
8699606691594,208/78,"POLİFLEKS %20 MANNİTOL SUDAKİ I.V. İNFÜZYON İÇİN ÇÖZELTİ, 250 ML PVC TORBA (SETLİ)",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,250 ML PVC TORBA (SETLİ),true,true,
8699606691600,208/78,"POLİFLEKS %20 MANNİTOL SUDAKİ I.V. İNFÜZYON İÇİN ÇÖZELTİ, 250 ML PVC TORBA (SETSİZ)",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,250 ML PVC TORBA (SETSİZ),true,false,
8699606691617,208/78,"POLİFLEKS %20 MANNİTOL SUDAKİ I.V. İNFÜZYON İÇİN ÇÖZELTİ, 500 ML PVC SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,500 ML PVC SETLİ,true,true,
8699606691624,208/78,"POLİFLEKS %20 MANNİTOL SUDAKİ I.V. İNFÜZYON İÇİN ÇÖZELTİ, 500 ML PVC SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BC01,mannitol,çözelti,20,%,%20,500 ML PVC SETSİZ,true,true,
8699606691020,204/71,"POLIFLEKS %30 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 100 ML SETLI",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,30,%,%30,100 ML SETLI,true,true,
8699606691013,204/71,"POLIFLEKS %30 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 100 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,30,%,%30,100 ML SETSİZ,true,true,
8699606691105,204/71,"POLIFLEKS %30 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,30,%,%30,1000 ML SETLİ,true,false,
8699606691099,204/71,"POLIFLEKS %30 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,30,%,%30,1000 ML SETSİZ,true,false,
8699606691044,204/71,"POLIFLEKS %30 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 150 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,30,%,%30,150 ML SETLİ,true,true,
8699606691037,204/71,"POLIFLEKS %30 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 150 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,30,%,%30,150 ML SETSİZ,true,true,
8699606691068,204/71,"POLIFLEKS %30 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,30,%,%30,250 ML SETLİ,true,true,
8699606691051,204/71,"POLIFLEKS %30 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,30,%,%30,250 ML SETSİZ,true,true,
8699606691082,204/71,"POLIFLEKS %30 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,30,%,%30,500 ML SETLİ,true,true,
8699606691075,204/71,"POLIFLEKS %30 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,30,%,%30,500 ML SETSİZ,true,true,
8699606691655,205/42,"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR IV İNFÜZYON İÇİN ÇÖZELTİ, 100 ML SETLI TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,100 ML SETLI TORBA,true,true,
8699606691662,205/42,"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR IV İNFÜZYON İÇİN ÇÖZELTİ, 100 ML SETSİZ TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,100 ML SETSİZ TORBA,true,true,
8699606691730,205/42,"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETLI TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,1000 ML SETLI TORBA,true,false,
8699606691747,205/42,"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETSİZ TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,1000 ML SETSİZ TORBA,true,true,
8699606691679,205/42,"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR IV İNFÜZYON İÇİN ÇÖZELTİ, 150 ML SETLI TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,150 ML SETLI TORBA,true,true,
8699606691686,205/42,"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR IV İNFÜZYON İÇİN ÇÖZELTİ, 150 ML SETSİZ TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,150 ML SETSİZ TORBA,true,false,
8699606691693,205/42,"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETLI TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,250 ML SETLI TORBA,true,true,
8699606691709,205/42,"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETSİZ TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,250 ML SETSİZ TORBA,true,true,
8699606691990,207/88,"POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR IV İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETLI TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür + potasyum klorür,çözelti,5,%,%5,500 ML SETLI TORBA,true,false,
8699606692003,207/88,"POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR IV İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETSIZ TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür + potasyum klorür,çözelti,5,%,%5,500 ML SETSIZ TORBA,true,true,
8699606692201,207/88,"POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 CC SETSIZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür + potasyum klorür,çözelti,5,%,%5,1000 CC SETSIZ,true,true,
8699606692188,207/88,"POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR IV İNFÜZYON İÇİN ÇÖZELTİ, 250 CC SETSIZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür + potasyum klorür,çözelti,5,%,%5,250 CC SETSIZ,true,false,
8699606691976,209/17,"POLİFLEKS %5 DEKSTROZ %0.45 SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETLI TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,1000 ML SETLI TORBA,true,true,
8699606691983,209/17,"POLİFLEKS %5 DEKSTROZ %0.45 SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETSİZ TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,1000 ML SETSİZ TORBA,true,true,
8699606691938,209/17,"POLİFLEKS %5 DEKSTROZ %0.45 SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETLI TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,250 ML SETLI TORBA,true,true,
8699606691945,209/17,"POLİFLEKS %5 DEKSTROZ %0.45 SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETSİZ TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,250 ML SETSİZ TORBA,true,true,
8699606691952,209/17,"POLİFLEKS %5 DEKSTROZ %0.45 SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETLI TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,500 ML SETLI TORBA,true,true,
8699606691969,209/17,"POLİFLEKS %5 DEKSTROZ %0.45 SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETSİZ TORBA",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,500 ML SETSİZ TORBA,true,true,
8699606692072,211/6,"POLIFLEKS %5 DEKSTROZ %0,9 SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETLI",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,1000 ML SETLI,true,true,
8699606692577,211/6,"POLIFLEKS %5 DEKSTROZ %0,9 SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETLI",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,250 ML SETLI,true,true,
8699606692584,211/6,"POLIFLEKS %5 DEKSTROZ %0,9 SODYUM KLORÜR IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,Dekstroz Anhidr + sodyum klorür,çözelti,5,%,%5,250 ML SETSİZ,true,true,
8699606690726,204/73,"POLİFLEKS % 5 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 100 ML SETLI",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,100 ML SETLI,true,true,
8699606690719,204/73,"POLİFLEKS % 5 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 100 ML SETSIZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,100 ML SETSIZ,true,true,
8699606690801,204/73,"POLİFLEKS % 5 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETLI",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,1000 ML SETLI,true,true,
8699606690795,204/73,"POLİFLEKS % 5 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML SETSIZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,1000 ML SETSIZ,true,true,
8699606690740,204/73,"POLİFLEKS % 5 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 150 ML SETLI",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,150 ML SETLI,true,true,
8699606690733,204/73,"POLİFLEKS % 5 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 150 ML SETSIZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,150 ML SETSIZ,true,true,
8699606690764,204/73,"POLİFLEKS % 5 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETLI",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,250 ML SETLI,true,true,
8699606690757,204/73,"POLİFLEKS % 5 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 250 ML SETSIZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,250 ML SETSIZ,true,true,
8699606690788,204/73,"POLİFLEKS % 5 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETLI",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,500 ML SETLI,true,true,
8699606690771,204/73,"POLİFLEKS % 5 DEKSTROZ SUDAKİ IV İNFÜZYON İÇİN ÇÖZELTİ, 500 ML SETSIZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,500 ML SETSIZ,true,true,
8699606692485,221/51,"POLİFLEKS %5 DEKSTROZ LAKTATLI RİNGER IV İNFÜZYON İÇİN ÇÖZELTİ, 100 ML (SETSİZ)",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"dekstroz anhidr, kalsiyum klorür dihidrat,potasyum klorür sodyum klorür,sodyum laktat",çözelti,5,%,%5,100 ML (SETSİZ),true,false,
8699606692041,221/51,"POLİFLEKS %5 DEKSTROZ LAKTATLI RİNGER IV İNFÜZYON İÇİN ÇÖZELTİ, 1000 ML (SETSİZ)",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"dekstroz anhidr, kalsiyum klorür dihidrat,potasyum klorür sodyum klorür,sodyum laktat",çözelti,5,%,%5,1000 ML (SETSİZ),true,true,
